Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,ResultSpeed,ResultDir,AvgSpeed
1,9/13/2009,80,58,69,4,54,60,0,4,FG+ MIFG BR,0,M,0,0,29.39,1.5,7,3
2,9/13/2009,79,57,68,M,55,61,0,3,FG+ BR,M,M,M,0.01,29.45,2.5,7,4.2
1,9/14/2009,84,58,71,7,55,61,0,6, ,0,M,0,0,29.34,0.1,33,2.1
2,9/14/2009,84,59,72,M,56,62,0,7, ,M,M,M,0,29.4,1.1,13,2.7
1,9/15/2009,82,64,73,9,59,63,0,8, ,0,M,0,0,29.36,6.2,2,7.8
2,9/15/2009,83,63,73,M,58,64,0,8, ,M,M,M,0,29.41,5.8,2,6.7
1,9/16/2009,71,59,65,1,54,59,0,0, ,0,M,0,0,29.49,11,5,11.4
2,9/16/2009,72,62,67,M,54,60,0,2, ,M,M,M,0,29.54,12.5,6,13.4
1,9/17/2009,72,50,61,-3,52,56,4,0, ,0,M,0,0,29.45,3.4,5,4.2
2,9/17/2009,71,54,63,M,51,57,2,0, ,M,M,M,0,29.51,4.5,8,5.4
1,9/18/2009,79,50,65,1,55,59,0,0,BR,0,M,0,0,29.46,5.1,2,6.4
2,9/18/2009,79,52,66,M,55,59,0,1, ,M,M,M,0,29.52,5.3,3,6.7
1,9/19/2009,76,55,66,3,55,59,0,1, ,0,M,0,0,29.48,3.2,10,5.9
2,9/19/2009,75,58,67,M,55,60,0,2, ,M,M,M,0,29.54,4.4,10,5.8
1,9/20/2009,73,54,64,2,56,60,1,0,RA DZ BR,0,M,0,0.75,29.28,6.4,7,7.9
2,9/20/2009,71,54,63,M,56,60,2,0,RA DZ BR,M,M,M,0.44,29.34,5.9,8,7.3
1,9/21/2009,67,60,64,2,59,61,1,0,DZ BR HZ,0,M,0,0,29.26,3.5,23,4.6
2,9/21/2009,69,63,66,M,60,62,0,1,DZ BR HZ,M,M,M,0,29.31,3.6,23,5.5
1,9/22/2009,77,59,68,6,65,67,0,3,BR HZ,0,M,0,0,29.28,5.2,17,7.7
2,9/22/2009,76,63,70,M,65,67,0,5,RA BR,M,M,M,0.04,29.34,5.2,18,7.3
1,9/23/2009,76,62,69,8,62,64,0,4,BR,0,M,0,0,29.42,0.6,32,4
2,9/23/2009,76,62,69,M,63,64,0,4,BR,M,M,M,0,29.47,0.8,31,4.7
1,9/24/2009,73,64,69,8,63,65,0,4,BR,0,M,0,0,29.44,4.3,6,4.7
2,9/24/2009,71,64,68,M,62,64,0,3,BR,M,M,M,0,29.49,4.1,7,4.4
1,9/25/2009,70,60,65,4,57,60,0,0,RA DZ BR,0,M,0,0.16,29.39,5.4,11,7.3
2,9/25/2009,70,60,65,M,57,60,0,0,RA DZ BR,M,M,M,0.02,29.44,5.4,11,6.3
1,9/26/2009,69,55,62,2,56,59,3,0,BR,0,M,0,0,29.15,4,27,4.6
2,9/26/2009,66,56,61,M,56,59,4,0,BR,M,M,M,0,29.21,3.9,26,4.6
1,9/27/2009,74,50,62,2,53,57,3,0,TSRA RA FG BR,0,M,0,0.08,28.84,8.2,22,10.2
2,9/27/2009,74,53,64,M,53,58,1,0,TSRA FG+ BR,M,M,M,0.48,28.91,7.6,23,10.2
1,9/28/2009,62,49,56,-3,42,49,9,0,RA,0,M,0,0.01,28.91,20.3,29,20.7
2,9/28/2009,63,50,57,M,42,49,8,0,RA,M,M,M,0,28.98,19.8,28,20.2
1,9/29/2009,60,48,54,-5,42,48,11,0, ,0,M,0,0,29.28,9,33,10.3
2,9/29/2009,58,48,53,M,42,48,12,0,DZ,M,M,M,0,29.34,8.4,33,10.2
1,9/30/2009,62,47,55,-4,40,47,10,0, ,0,M,0,0,29.39,5.7,3,6.8
2,9/30/2009,61,49,55,M,42,48,10,0, ,M,M,M,0,29.44,4.8,3,7
1,10/1/2009,59,41,50,-8,46,49,15,0,RA BR,0,M,0,0.89,29.13,9.1,13,9.5
2,10/1/2009,59,44,52,M,46,49,13,0,TSRA RA BR,M,M,M,0.59,29.18,8.8,13,8.7
1,10/2/2009,56,47,52,-6,46,48,13,0,RA BR,0,M,0,0.21,28.8,10.5,21,12
2,10/2/2009,56,48,52,M,46,48,13,0,RA DZ BR,M,M,M,0.17,28.87,10,22,11.6
1,10/3/2009,57,47,52,-5,47,49,13,0,RA DZ BR,0,M,0,0.11,29.02,6.9,26,7.4
2,10/3/2009,58,47,53,M,47,49,12,0,RA BR,M,M,M,0.03,29.08,9.4,26,9.8
1,10/4/2009,60,45,53,-4,43,47,12,0, ,0,M,0,0,29.28,9,28,9.2
2,10/4/2009,61,45,53,M,42,47,12,0, ,M,M,M,0,29.34,8.9,27,9.3
1,10/5/2009,62,43,53,-4,42,47,12,0, ,0,M,0,0,29.29,1.8,8,5.4
2,10/5/2009,61,42,52,M,42,47,13,0, ,M,M,M,0,29.35,2.9,9,4.5
1,10/6/2009,61,49,55,-1,47,51,10,0,RA DZ BR,0,M,0,0.03,28.9,8.8,24,14.9
2,10/6/2009,62,49,56,M,46,50,9,0,RA BR,M,M,M,0.05,28.97,9.5,24,15.1
1,10/7/2009,60,45,53,-3,39,46,12,0, ,0,M,0,0,29.24,9.2,26,10.8
2,10/7/2009,60,45,53,M,39,46,12,0, ,M,M,M,0,29.31,8.5,26,10.1
1,10/8/2009,53,45,49,-7,46,48,16,0,RA DZ BR,0,M,0,0.12,29.18,3.3,21,4.8
2,10/8/2009,54,47,51,M,46,49,14,0,RA DZ BR,M,M,M,0.14,29.25,4.8,20,5.6
1,10/9/2009,52,39,46,-9,43,45,19,0,RA BR,0,M,0,0.46,29.21,9.4,34,10
2,10/9/2009,52,40,46,M,44,46,19,0,RA DZ BR,M,M,M,0.43,29.26,9.3,35,10.2
1,10/10/2009,48,31,40,-15,30,35,25,0, ,0,M,0,0,29.49,7.4,28,7.7
2,10/10/2009,48,33,41,M,30,36,24,0, ,M,M,M,0,29.55,7.8,29,8.2
1,10/11/2009,44,29,37,-17,22,32,28,0, ,0,M,0,0,29.6,1.5,33,5
2,10/11/2009,45,29,37,M,23,33,28,0, ,M,M,M,0,29.67,1.1,1,4.8
1,10/12/2009,48,41,45,-9,36,41,20,0,RA DZ BR,0,M,0,0.02,29.44,0.6,19,3.8
2,10/12/2009,49,42,46,M,34,40,19,0,RA DZ BR HZ,M,M,M,0,29.5,0.6,24,3.5
1,10/13/2009,47,34,41,-12,32,38,24,0, ,0,M,0,0,29.6,8.5,1,10
2,10/13/2009,48,36,42,M,32,39,23,0,BR,M,M,M,0,29.66,8.5,2,11.3
1,10/14/2009,48,42,45,-8,36,41,20,0,RA DZ BR,0,M,0,0.03,29.4,11,9,11.5
2,10/14/2009,48,42,45,M,36,41,20,0,RA DZ BR,M,M,M,0.03,29.47,10.7,10,11.2
1,10/15/2009,44,41,43,-10,38,40,22,0,RA DZ BR,0,M,0,0.29,29.26,8.2,6,9.1
2,10/15/2009,44,41,43,M,38,40,22,0,RA DZ BR,M,M,M,0.33,29.31,9.4,7,10
1,10/16/2009,45,39,42,-10,36,39,23,0,RA,0,M,0,0.04,29.41,8.2,35,8.2
2,10/16/2009,46,40,43,M,36,40,22,0,RA DZ,M,M,M,0.08,29.46,7.1,35,8.1
1,10/17/2009,52,36,44,-8,33,39,21,0,DZ,0,M,0,0,29.57,8,34,8.2
2,10/17/2009,52,39,46,M,34,40,19,0,RA,M,M,M,0.01,29.64,6.9,35,7.7
1,10/18/2009,53,31,42,-9,33,39,23,0, ,0,M,0,0,29.49,6.1,21,6.9
2,10/18/2009,53,33,43,M,33,40,22,0, ,M,M,M,0,29.55,5.8,21,6.2
1,10/19/2009,65,44,55,4,41,47,10,0, ,0,M,0,0,29.25,11.4,21,11.5
2,10/19/2009,66,43,55,M,40,47,10,0, ,M,M,M,0,29.32,10.7,21,10.8
1,10/20/2009,62,48,55,5,48,52,10,0,RA,0,M,0,0.03,29.31,4,19,5.3
2,10/20/2009,64,51,58,M,47,52,7,0,RA,M,M,M,0.05,29.38,6.4,19,7.4
1,10/21/2009,69,55,62,12,52,56,3,0,RA,0,M,0,0,29.25,11.4,21,11.5
2,10/21/2009,70,55,63,M,50,55,2,0, ,M,M,M,0.01,29.32,11.1,21,11.2
1,10/22/2009,58,48,53,3,48,50,12,0,RA BR,0,M,0,1.03,29.18,8.4,5,13
2,10/22/2009,58,49,54,M,49,51,11,0,RA BR,M,M,M,0.84,29.23,8.7,6,13.2
1,10/23/2009,61,42,52,3,49,50,13,0,RA DZ BR,0,M,0,0.89,28.73,6.2,18,16.2
2,10/23/2009,62,44,53,M,50,51,12,0,RA DZ BR,M,M,M,1.29,28.8,6.6,19,15.4
1,10/24/2009,50,38,44,-5,37,40,21,0,RA DZ BR,0,M,0,0.04,29.03,8.3,26,8.9
2,10/24/2009,49,39,44,M,37,41,21,0,RA DZ SN,M,M,M,0.05,29.1,9.6,26,10.3
1,10/25/2009,62,44,53,5,45,49,12,0,RA BR,0,M,0,0.27,29.26,5.5,19,6.9
2,10/25/2009,63,44,54,M,43,48,11,0,RA BR,M,M,M,0.24,29.32,6.3,19,7.3
1,10/26/2009,55,49,52,4,48,49,13,0,RA BR,0,M,0,0.11,29.28,4.9,21,7.5
2,10/26/2009,55,50,53,M,47,49,12,0,RA DZ BR,M,M,M,0.13,29.35,5.2,21,6.8
1,10/27/2009,51,45,48,0,45,47,17,0,RA BR,0,M,0,0.06,29.19,4.4,5,6.5
2,10/27/2009,52,48,50,M,46,48,15,0,RA DZ BR,M,M,M,0.16,29.24,5.5,5,7
1,10/28/2009,57,50,54,7,49,51,11,0,BR HZ,0,M,0,0,29.28,3.1,14,4.3
2,10/28/2009,58,50,54,M,49,51,11,0,BR HZ,M,M,M,0,29.34,1.8,13,3
1,10/29/2009,60,47,54,7,50,52,11,0,RA BR HZ,0,M,0,0.6,29.21,12.5,14,12.7
2,10/29/2009,60,48,54,M,50,52,11,0,RA BR HZ,M,M,M,1.05,29.28,11.1,14,11.4
1,10/30/2009,67,46,57,11,53,56,8,0,RA DZ BR,0,M,0,0.81,28.79,15.6,20,17.4
2,10/30/2009,68,47,58,M,54,56,7,0,RA BR,M,M,M,1.15,28.87,15.7,21,17.9
1,10/31/2009,46,35,41,-5,31,38,24,0, ,0,M,0,0,29.18,11.1,26,11.5
2,10/31/2009,47,37,42,M,31,38,23,0, ,M,M,M,0.01,29.25,13.4,26,13.8
1,5/1/2010,70,58,64,11,53,58,1,0,RA BR,0,M,0,0.11,28.89,9.1,21,9.4
2,5/1/2010,71,61,66,M,54,59,0,1,RA,M,M,M,0.01,28.95,7.4,22,8.1
1,5/2/2010,69,53,61,7,52,56,4,0,RA BR,0,M,0,0.93,28.9,4.4,25,6.1
2,5/2/2010,68,54,61,M,52,56,4,0,RA BR,M,M,M,0.31,28.97,2.8,26,6.9
1,5/3/2010,72,50,61,7,45,53,4,0, ,0,M,0,0,29.07,8.8,25,9.4
2,5/3/2010,72,52,62,M,45,53,3,0, ,M,M,M,0,29.13,8.9,25,9.5
1,5/4/2010,79,50,65,11,44,54,0,0, ,0,M,0,0,29.05,13.9,21,14.2
2,5/4/2010,80,53,67,M,43,54,0,2, ,M,M,M,0,29.13,12.1,21,12.6
1,5/5/2010,72,56,64,9,37,51,1,0, ,0,M,0,0,29.08,10.2,27,12.8
2,5/5/2010,73,57,65,M,37,51,0,0, ,M,M,M,0,29.15,9.7,27,12.1
1,5/6/2010,63,46,55,0,39,46,10,0,TSRA,0,M,0,0.01,29.27,5.7,3,9.1
2,5/6/2010,60,48,54,M,39,46,11,0, ,M,M,M,0.05,29.33,5.9,6,10.1
1,5/7/2010,59,45,52,-3,46,48,13,0,TSRA RA BR,0,M,0,0.72,28.98,2.6,34,13.2
2,5/7/2010,59,46,53,M,46,49,12,0,TSRA RA BR,M,M,M,0.74,29.04,3.7,31,13.8
1,5/8/2010,50,42,46,-10,35,41,19,0,RA,0,M,0,0.02,29.36,14.5,30,15.2
2,5/8/2010,50,42,46,M,35,41,19,0,RA,M,M,M,0.08,29.42,13.6,29,14.4
1,5/9/2010,58,38,48,-8,29,40,17,0, ,0,M,0,0,29.59,2.5,35,6.4
2,5/9/2010,56,37,47,M,29,40,18,0, ,M,M,M,0,29.66,1.8,6,5.9
1,5/10/2010,58,41,50,-6,31,42,15,0,RA,0,M,0,0,29.47,13.5,11,14.2
2,5/10/2010,58,43,51,M,29,42,14,0,RA,M,M,M,0,29.54,12.5,12,13
1,5/11/2010,52,44,48,-9,46,47,17,0,RA DZ BR,0,M,0,0.97,29.16,5.6,9,9.9
2,5/11/2010,59,44,52,M,46,48,13,0,RA BR,M,M,M,0.72,29.21,3,12,10.4
1,5/12/2010,51,44,48,-9,45,46,17,0,TSRA RA FG BR,0,M,0,0.12,29.36,8.9,6,10.4
2,5/12/2010,53,46,50,M,45,47,15,0,TSRA RA DZ BR HZ,M,M,M,0.14,29.41,8.3,6,10
1,5/13/2010,73,48,61,3,53,55,4,0,TSRA RA BR,0,M,0,1.49,29.23,4.8,25,12.3
2,5/13/2010,78,49,64,M,54,57,1,0,TSRA RA BR,M,M,M,0.97,29.28,5.9,25,13.4
1,5/14/2010,66,47,57,-1,44,50,8,0, ,0,M,0,0,29.46,10.9,26,11.2
2,5/14/2010,67,49,58,M,43,51,7,0, ,M,M,M,0,29.52,11.9,26,12.3
1,5/15/2010,61,43,52,-6,42,48,13,0, ,0,M,0,0,29.53,4.1,4,5.8
2,5/15/2010,63,47,55,M,41,48,10,0, ,M,M,M,0,29.59,4,5,6.4
1,5/16/2010,66,41,54,-5,43,49,11,0, ,0,M,0,0,29.44,9.7,5,10.1
2,5/16/2010,66,46,56,M,43,50,9,0, ,M,M,M,0,29.48,11.1,5,11.5
1,5/17/2010,58,50,54,-5,42,48,11,0,RA,0,M,0,0.01,29.29,9.6,3,9.8
2,5/17/2010,60,52,56,M,43,49,9,0,RA DZ,M,M,M,0.11,29.35,7.9,3,8.8
1,5/18/2010,65,46,56,-4,40,48,9,0, ,0,M,0,0,29.26,9.1,3,9.8
2,5/18/2010,62,49,56,M,41,48,9,0, ,M,M,M,0,29.31,9.6,2,10.1
1,5/19/2010,74,44,59,-1,39,51,6,0, ,0,M,0,0,29.31,5.7,4,6.4
2,5/19/2010,73,46,60,M,39,50,5,0, ,M,M,M,0,29.36,6.4,4,7.3
1,5/20/2010,74,47,61,0,49,55,4,0,RA,0,M,0,0.05,29.29,6.8,13,7.8
2,5/20/2010,72,51,62,M,49,55,3,0,RA,M,M,M,0.09,29.35,6.3,12,7.4
1,5/21/2010,73,56,65,4,58,60,0,0,RA DZ BR HZ,0,M,0,0.21,29.15,4.6,10,6.3
2,5/21/2010,72,56,64,M,58,60,1,0,RA DZ BR,M,M,M,0.4,29.21,5,12,6.2
1,5/22/2010,74,58,66,5,59,61,0,1,FG+ BR HZ,0,M,0,0,29.23,3.4,12,5.4
2,5/22/2010,72,58,65,M,59,61,0,0,FG+ FG BR HZ,M,M,M,0.01,29.29,2.7,9,6.1
1,5/23/2010,89,62,76,15,66,69,0,11, ,0,M,0,0,29.26,9.8,18,10
2,5/23/2010,89,65,77,M,65,69,0,12, ,M,M,M,0,29.33,9.7,18,10
1,5/24/2010,91,70,81,19,67,72,0,16, ,0,M,0,0,29.33,6.6,14,8.2
2,5/24/2010,91,73,82,M,66,71,0,17, ,M,M,M,0,29.39,6.3,13,7.9
1,5/25/2010,88,69,79,17,62,68,0,14, ,0,M,0,0,29.33,5.1,13,7.8
2,5/25/2010,87,71,79,M,61,68,0,14, ,M,M,M,0,29.39,6.4,12,8.1
1,5/26/2010,87,66,77,15,63,68,0,12, ,0,M,0,0,29.29,3.1,3,4.5
2,5/26/2010,85,70,78,M,62,68,0,13,TS RA,M,M,M,0,29.34,3.2,2,5.8
1,5/27/2010,77,61,69,7,50,59,0,4, ,0,M,0,0,29.31,10.4,3,10.7
2,5/27/2010,77,63,70,M,50,59,0,5, ,M,M,M,0,29.36,12.7,2,13
1,5/28/2010,79,57,68,5,50,58,0,3, ,0,M,0,0,29.28,7.8,3,8.4
2,5/28/2010,76,59,68,M,49,58,0,3, ,M,M,M,0,29.33,10,2,10.4
1,5/29/2010,86,59,73,9,57,63,0,8, ,0,M,0,0,29.23,5,5,5.8
2,5/29/2010,84,62,73,M,57,63,0,8, ,M,M,M,0,29.28,4.5,7,5.6
1,5/30/2010,91,61,76,12,59,66,0,11, ,0,M,0,0,29.16,4.6,18,5.9
2,5/30/2010,91,64,78,M,59,66,0,13,TSRA,M,M,M,0,29.23,4.5,17,6.1
1,5/31/2010,81,66,74,10,64,67,0,9,TSRA RA BR,0,M,0,0.26,29.15,0.6,24,4.7
2,5/31/2010,84,65,75,M,65,67,0,10,TSRA RA BR HZ,M,M,M,1.57,29.21,1.6,19,4.8
1,6/1/2010,85,63,74,10,62,67,0,9,BR HZ,0,M,0,0,29.1,5.1,19,6
2,6/1/2010,84,65,75,M,63,67,0,10,BR HZ,M,M,M,0,29.17,4.4,17,6.1
1,6/2/2010,77,57,67,3,61,64,0,2,TSRA RA BR,0,M,0,1.02,29,3.6,34,8.7
2,6/2/2010,77,59,68,M,61,64,0,3,TSRA RA BR,M,M,M,1.3,29.05,2.8,32,10.1
1,6/3/2010,71,56,64,0,46,55,1,0, ,0,M,0,0,29.1,6.7,4,7.8
2,6/3/2010,71,58,65,M,46,55,0,0, ,M,M,M,0,29.15,6.1,4,7.7
1,6/4/2010,83,57,70,6,60,65,0,5, ,0,M,0,0,29,7.8,22,9.8
2,6/4/2010,83,60,72,M,59,64,0,7, ,M,M,M,0,29.07,6.8,21,8.5
1,6/5/2010,79,60,70,5,65,67,0,5,RA BR,0,M,0,0.15,28.95,5,23,7.8
2,6/5/2010,79,60,70,M,63,66,0,5,TS RA BR,M,M,M,0.51,29,3.8,24,8
1,6/6/2010,76,55,66,0,55,59,0,1,RA,0,M,0,0,29.16,9.2,32,11.2
2,6/6/2010,75,58,67,M,54,59,0,2,RA,M,M,M,0,29.22,8.3,33,10.4
1,6/7/2010,70,54,62,-4,49,55,3,0, ,0,M,0,0,29.34,6.4,8,6.9
2,6/7/2010,69,56,63,M,48,55,2,0, ,M,M,M,0,29.41,6.5,7,7.9
1,6/8/2010,67,58,63,-3,57,59,2,0,RA BR,0,M,0,0.45,29.22,8.8,13,10.1
2,6/8/2010,67,59,63,M,57,59,2,0,RA BR,M,M,M,0.33,29.28,7.8,13,8.9
1,6/9/2010,83,65,74,8,56,63,0,9,BR,0,M,0,0,29.13,10.2,28,10.8
2,6/9/2010,83,67,75,M,55,63,0,10,BR,M,M,M,0,29.19,10,27,10.8
1,6/10/2010,77,58,68,1,54,60,0,3, ,0,M,0,0,29.26,4.8,7,6.7
2,6/10/2010,75,60,68,M,54,60,0,3, ,M,M,M,0,29.31,5.3,8,6.7
1,6/11/2010,89,64,77,10,67,71,0,12,TS RA,0,M,0,0.02,29.18,8.8,19,10.5
2,6/11/2010,88,64,76,M,67,71,0,11,TSRA,M,M,M,0.41,29.24,8.6,19,10.2
1,6/12/2010,77,62,70,2,63,65,0,5,TSRA RA BR,0,M,0,0.34,29.25,3.9,4,8.1
2,6/12/2010,77,62,70,M,63,65,0,5,RA BR HZ,M,M,M,0.12,29.31,2.2,2,7.4
1,6/13/2010,71,62,67,-1,62,64,0,2,RA BR,0,M,0,0.25,29.26,3.5,9,5
2,6/13/2010,73,61,67,M,61,63,0,2,RA BR HZ,M,M,M,0.25,29.32,3.6,7,4.6
1,6/14/2010,70,60,65,-3,61,62,0,0,RA BR,0,M,0,0,29.23,6.2,4,6.6
2,6/14/2010,72,61,67,M,61,63,0,2,RA BR HZ,M,M,M,0.01,29.28,5.5,5,6.5
1,6/15/2010,79,60,70,2,66,67,0,5,RA BR,0,M,0,0.59,29.16,2.2,19,5.5
2,6/15/2010,79,61,70,M,65,67,0,5,RA BR HZ,M,M,M,0.88,29.23,3.2,20,6.3
1,6/16/2010,82,63,73,4,61,65,0,8, ,0,M,0,0,29.28,5.9,28,9
2,6/16/2010,86,65,76,M,60,65,0,11, ,M,M,M,0,29.34,6.1,27,10.2
1,6/17/2010,84,64,74,5,62,67,0,9, ,0,M,0,0,29.3,5.8,14,7.5
2,6/17/2010,84,67,76,M,61,67,0,11, ,M,M,M,0,29.36,4.4,14,6.9
1,6/18/2010,90,67,79,9,66,69,0,14,TSRA BR,0,M,0,0.87,29.18,6.8,21,10.4
2,6/18/2010,91,66,79,M,66,69,0,14,TS TSRA RA,M,M,M,0.66,29.24,6.2,22,9.6
1,6/19/2010,85,66,76,6,61,66,0,11, ,0,M,0,0,29.24,9.8,28,10.6
2,6/19/2010,86,66,76,M,60,66,0,11, ,M,M,M,0,29.3,10.1,27,11.5
1,6/20/2010,81,64,73,3,61,65,0,8, ,0,M,0,0,29.34,3.8,8,4.7
2,6/20/2010,80,67,74,M,60,65,0,9, ,M,M,M,0,29.4,4.4,8,5.2
1,6/21/2010,85,67,76,6,66,69,0,11,TSRA BR,0,M,0,0.22,29.26,5.6,16,8.4
2,6/21/2010,85,68,77,M,66,69,0,12,TSRA,M,M,M,0.4,29.31,4.4,17,7
1,6/22/2010,85,69,77,7,68,71,0,12, ,0,M,0,0,29.28,5.9,23,6.9
2,6/22/2010,86,70,78,M,68,71,0,13, ,M,M,M,0,29.34,6.7,22,7.2
1,6/23/2010,87,69,78,8,70,71,0,13,TS TSRA RA BR,0,M,0,0.87,29.16,10.2,22,11.5
2,6/23/2010,87,67,77,M,69,71,0,12,TS TSRA RA BR HZ,M,M,M,1.23,29.23,9.3,22,11.5
1,6/24/2010,84,65,75,4,60,65,0,10, ,0,M,0,0,29.33,5.4,32,8.7
2,6/24/2010,81,65,73,M,59,65,0,8, ,M,M,M,0,29.38,2.3,36,8.1
1,6/25/2010,84,62,73,2,62,67,0,8, ,0,M,0,0,29.28,6.4,20,7.3
2,6/25/2010,84,66,75,M,61,66,0,10, ,M,M,M,0,29.34,6.5,20,7.7
1,6/26/2010,87,69,78,7,66,70,0,13,TS TSRA,0,M,0,0.85,29.1,1,11,6.7
2,6/26/2010,88,68,78,M,65,69,0,13,TSRA RA BR,M,M,M,0.7,29.16,2.3,16,7
1,6/27/2010,85,72,79,8,70,73,0,14, ,0,M,0,0.54,28.9,7.4,24,9.1
2,6/27/2010,87,72,80,M,69,72,0,15,BR,M,M,M,0.88,28.95,8.5,24,10
1,6/28/2010,82,63,73,2,59,65,0,8, ,0,M,0,0,29.08,9.4,31,11.3
2,6/28/2010,82,65,74,M,59,65,0,9, ,M,M,M,0,29.13,9.1,31,11.7
1,6/29/2010,75,59,67,-4,53,59,0,2, ,0,M,0,0,29.41,6.2,4,7.5
2,6/29/2010,73,62,68,M,52,59,0,3, ,M,M,M,0,29.46,6.7,6,8.6
1,6/30/2010,75,56,66,-6,50,57,0,1, ,0,M,0,0,29.54,3.7,4,6
2,6/30/2010,76,57,67,M,50,57,0,2, ,M,M,M,0,29.6,3.9,5,6.6
1,7/1/2010,77,55,66,-6,48,57,0,1, ,0,M,0,0,29.59,5,9,5.5
2,7/1/2010,77,58,68,M,47,57,0,3, ,M,M,M,0,29.65,6.2,10,6
1,7/2/2010,83,59,71,-1,53,61,0,6, ,0,M,0,0,29.47,7.9,19,8.1
2,7/2/2010,83,62,73,M,50,60,0,8, ,M,M,M,0,29.52,7.5,18,7.9
1,7/3/2010,87,60,74,2,56,63,0,9, ,0,M,0,0,29.31,8.5,20,9
2,7/3/2010,87,64,76,M,54,63,0,11, ,M,M,M,0,29.36,8.1,20,8.4
1,7/4/2010,91,68,80,8,66,71,0,15, ,0,M,0,0,29.2,10.2,22,10.5
2,7/4/2010,92,72,82,M,65,71,0,17, ,M,M,M,0.03,29.26,10.2,22,10.7
1,7/5/2010,91,78,85,13,64,71,0,20, ,0,M,0,0,29.2,15,20,15.3
2,7/5/2010,90,79,85,M,63,70,0,20, ,M,M,M,0,29.26,13,20,13.3
1,7/6/2010,90,73,82,10,69,73,0,17,TSRA RA,0,M,0,0.37,29.26,8.4,22,9
2,7/6/2010,91,75,83,M,68,72,0,18,RA,M,M,M,0.04,29.33,9,23,10.2
1,7/7/2010,93,71,82,10,70,73,0,17,BR,0,M,0,0.2,29.34,3.5,23,6.3
2,7/7/2010,94,72,83,M,69,73,0,18, ,M,M,M,0.05,29.39,4.8,24,5.5
1,7/8/2010,88,73,81,8,70,73,0,16,TSRA RA BR,0,M,0,0.16,29.27,2.7,32,5.4
2,7/8/2010,87,74,81,M,69,72,0,16,RA BR,M,M,M,0.15,29.33,0.5,34,4.7
1,7/9/2010,88,70,79,6,59,67,0,14, ,0,M,0,0,29.26,6.3,36,7.5
2,7/9/2010,87,72,80,M,59,67,0,15, ,M,M,M,0,29.32,4.9,2,6.5
1,7/10/2010,89,69,79,6,61,68,0,14, ,0,M,0,0,29.23,6.3,28,8
2,7/10/2010,89,69,79,M,59,67,0,14, ,M,M,M,0.01,29.29,4.1,27,7.1
1,7/11/2010,85,66,76,3,63,67,0,11,TSRA RA BR,0,M,0,0.79,29.08,5.6,23,7.8
2,7/11/2010,85,67,76,M,62,67,0,11,TSRA RA BR,M,M,M,0.77,29.13,6.4,21,6.7
1,7/12/2010,84,65,75,2,65,68,0,10,BR,0,M,0,0,29.05,1.7,35,3.9
2,7/12/2010,84,65,75,M,64,68,0,10,RA BR HZ,M,M,M,0.01,29.11,1.1,4,4.6
1,7/13/2010,84,70,77,4,65,69,0,12, ,0,M,0,0.17,29.18,5.4,10,6.1
2,7/13/2010,84,71,78,M,64,68,0,13,RA,M,M,M,0.02,29.24,6.2,9,6.9
1,7/14/2010,90,70,80,7,71,74,0,15,BR,0,M,0,0,29.25,9.2,17,10.1
2,7/14/2010,91,72,82,M,69,73,0,17,BR HZ,M,M,M,0,29.31,8.6,18,9.2
1,7/15/2010,90,71,81,7,69,73,0,16, ,0,M,0,0.01,29.21,7,27,10.1
2,7/15/2010,92,73,83,M,69,73,0,18, ,M,M,M,0,29.26,7.9,25,10.3
1,7/16/2010,90,67,79,5,62,68,0,14, ,0,M,0,0,29.23,7.4,25,8.1
2,7/16/2010,90,68,79,M,60,68,0,14, ,M,M,M,0,29.29,6.6,25,7.9
1,7/17/2010,93,71,82,8,63,70,0,17, ,0,M,0,0,29.18,5.6,28,6.9
2,7/17/2010,92,71,82,M,64,70,0,17, ,M,M,M,0,29.24,1.4,26,6.4
1,7/18/2010,92,72,82,8,69,73,0,17, ,0,M,0,0.01,29.1,7,25,9.7
2,7/18/2010,91,74,83,M,69,73,0,18, ,M,M,M,0.29,29.16,7.1,24,9.2
1,7/19/2010,84,69,77,3,66,70,0,12,RA,0,M,0,0.01,29.18,2.3,24,4.9
2,7/19/2010,84,72,78,M,66,70,0,13,RA,M,M,M,0,29.23,3.4,23,4.9
1,7/20/2010,86,68,77,3,68,70,0,12, ,0,M,0,0,29.21,5.4,23,7.2
2,7/20/2010,85,69,77,M,66,70,0,12,HZ,M,M,M,0,29.26,7,23,7.9
1,7/21/2010,91,72,82,8,65,70,0,17, ,0,M,0,0,29.29,4.7,31,6.8
2,7/21/2010,90,73,82,M,66,71,0,17, ,M,M,M,0,29.35,1.8,30,6.3
1,7/22/2010,90,69,80,6,71,74,0,15, ,0,M,0,0.01,29.16,10.8,20,11.9
2,7/22/2010,90,72,81,M,70,74,0,16,RA,M,M,M,0.02,29.23,8.2,20,9
1,7/23/2010,94,70,82,8,71,74,0,17,TS TSRA RA BR,0,M,0,2.79,29.15,11.2,24,11.8
2,7/23/2010,95,71,83,M,71,74,0,18,TS TSRA RA BR,M,M,M,3.15,29.23,9.6,24,11
1,7/24/2010,87,69,78,4,71,73,0,13,TSRA RA BR,0,M,0,3.64,29.16,2.6,28,8.9
